name,mission,star_id,ra,dec,dist_pc,disposition,probability,radius_earth,period_days,top_reasons
K03016.01,Kepler,10617638,297.94925,47.816399,883.55,FALSE POSITIVE,0.2888363643396349,1.16,0.710894157,log_prad:+0.96;log_insol:-0.48;log_period:-0.31
K03024.01,Kepler,12833566,289.46765,52.19809,661.19,FALSE POSITIVE,0.0033960690369894122,1.49,0.537839241,koi_teq:-1.35;log_insol:-1.31;koi_steff:-1.08
K03044.01,Kepler,9153554,291.38965,45.527168,1266.12,FALSE POSITIVE,0.022907750750654737,2.25,0.373684977,log_period:-2.75;log_insol:-1.60;log_prad:+1.37
K03046.01,Kepler,8161830,290.41016,44.063541,388.22,FALSE POSITIVE,0.0011627138117128084,,1.10118564,log_insol:-1.24;log_prad:-1.18;duration_ratio:-1.08
K03054.01,Kepler,6461850,297.10153,41.876862,781.33,FALSE POSITIVE,0.3992946678338907,1.03,0.544962596,duration_ratio:+1.33;koi_srad:-1.25;log_prad:+0.79
K03062.01,Kepler,7613246,293.57123,43.28648,875.99,FALSE POSITIVE,0.044892408744227466,0.9,0.769127296,log_period:-0.85;koi_steff:-0.83;duration_ratio:+0.74
K03076.01,Kepler,11551715,287.62094,49.584629,817.15,FALSE POSITIVE,0.0023606112842103543,,225.56791218,log_prad:-1.31;log_insol:-0.95;duration_ratio:-0.94
K03077.01,Kepler,2715695,292.03348,37.974548,736.18,CONFIRMED,0.9127468486243924,1.64,4.09578199,log_prad:+1.71;duration_ratio:+0.93;log_period:+0.87
K00351.04,Kepler,11442793,284.4335,49.305161,808.63,CONFIRMED,0.9716167327711692,2.62,91.9401253,log_prad:+2.12;duration_ratio:+1.08;koi_srad:+0.57
K03079.01,Kepler,6312171,298.81332,41.627468,914.18,FALSE POSITIVE,0.007325693750576757,,92.57337995,log_prad:-1.25;duration_ratio:-1.01;log_insol:-0.87
K03080.01,Kepler,10665043,291.63528,47.932018,771.66,FALSE POSITIVE,0.002626277625316544,,185.0097245,log_prad:-1.27;duration_ratio:-0.97;log_insol:-0.95
K03094.01,Kepler,12352520,288.87436,51.154121,261.53,CONFIRMED,0.9333515760168614,1.33,4.5770016,koi_steff:+1.60;log_prad:+1.49;log_period:+1.16
K03096.01,Kepler,7455981,294.95102,43.012428,397.91,CONFIRMED,0.05384363977270116,0.72,14.4540329,log_period:+0.90;log_insol:+0.42;log_prad:+0.36
K03100.01,Kepler,7107561,288.49313,42.692478,1042.68,FALSE POSITIVE,0.005311735865980935,1.54,0.812587678,log_insol:-1.31;log_prad:+0.95;koi_teq:-0.82
K03102.01,Kepler,9605552,297.96048,46.227921,209.56,CANDIDATE,0.8528918543284695,0.61,9.3210841,duration_ratio:+1.53;koi_steff:+1.27;koi_srad:-0.74
K03103.01,Kepler,11237332,288.27991,48.950523,793.63,FALSE POSITIVE,0.030296972547064142,1.21,19.3073774,duration_ratio:-1.61;log_period:+0.66;log_prad:+0.58
K00068.01,Kepler,8669092,281.89307,44.827461,1360.49,FALSE POSITIVE,0.0002524296411747398,80.25,1.000840564,log_prad:-2.30;duration_ratio:-1.15;log_insol:-1.12
K01599.02,Kepler,5474613,298.37384,40.61842,904.58,CONFIRMED,0.03941211611492657,22.29,13.6164547,log_depth:+0.87;log_prad:-0.72;duration_ratio:-0.67
K02793.02,Kepler,9823519,288.25058,46.679611,276.79,CONFIRMED,0.9938527092347523,1.4,1.766789509,log_prad:+1.76;koi_steff:+1.50;duration_ratio:+1.33
K03077.02,Kepler,2715695,292.03348,37.974548,736.18,CANDIDATE,0.8887394218777843,1.46,7.55842923,log_prad:+1.57;duration_ratio:+0.94;log_period:+0.85
K00339.03,Kepler,10587105,285.88837,47.880379,807.66,CONFIRMED,0.8902755260754033,2.44,35.8656484,log_prad:+2.37;duration_ratio:-0.84;log_depth:+0.80
K00577.02,Kepler,8558011,291.05722,44.632381,556.83,CONFIRMED,0.6379354629837064,0.91,0.638162933,duration_ratio:+1.64;koi_steff:+1.06;log_prad:+0.87
K07854.01,Kepler,7885494,289.94556,43.665932,1270.59,FALSE POSITIVE,0.02555179906189796,0.86,1.72929014,log_insol:-0.65;duration_ratio:-0.41;log_prad:+0.28
K05148.01,Kepler,5281714,293.74628,40.41774,1500.0,FALSE POSITIVE,0.05284081479948173,2.38,40.301684,duration_ratio:-2.71;log_prad:+1.31;koi_steff:-1.31
K05149.01,Kepler,5283728,294.27399,40.462078,1027.87,CANDIDATE,0.38363447791994876,1.33,43.681309,log_prad:+0.88;log_insol:+0.39;log_depth:+0.35
K05150.01,Kepler,5289857,295.78586,40.479771,682.89,FALSE POSITIVE,0.6151488097002308,2.19,26.524553,duration_ratio:-2.44;log_prad:+1.50;log_period:+0.64
K05151.01,Kepler,5303185,298.51175,40.459469,956.31,FALSE POSITIVE,0.06427537226012989,1.47,26.1537851,duration_ratio:-1.85;log_prad:+0.93;koi_steff:-0.64
K05152.01,Kepler,5308777,299.5773,40.498508,2321.57,FALSE POSITIVE,0.0004930555217034505,37.61,0.944598153,log_prad:-1.90;log_insol:-1.19;duration_ratio:-1.07
K05153.01,Kepler,5364090,292.29816,40.52459,165.34,FALSE POSITIVE,0.0036472353404077345,0.9,354.63284,log_period:-2.74;koi_steff:+0.93;duration_ratio:-0.85
K05154.01,Kepler,5370944,294.22009,40.592232,642.88,FALSE POSITIVE,0.012228908166859221,,35.40103336,log_prad:-1.30;duration_ratio:-0.86;log_period:+0.75
K05155.01,Kepler,5374838,295.21255,40.516911,1669.62,CANDIDATE,0.9321009695978554,7.57,230.180357,log_prad:+1.94;log_depth:+1.65;duration_ratio:+1.07
K05272.01,Kepler,6364143,291.85382,41.764042,779.49,FALSE POSITIVE,0.043633964947653474,0.75,5.2433865,duration_ratio:-2.01;log_depth:+0.78;log_period:+0.61
K05273.01,Kepler,6364307,291.91058,41.75098,955.44,FALSE POSITIVE,0.031423990997522695,12.68,5.2435703,duration_ratio:-2.45;log_prad:+0.81;log_period:+0.50
K05274.01,Kepler,6366559,292.633,41.749222,436.22,CANDIDATE,0.13756180089859282,1.59,55.7583803,duration_ratio:-2.56;log_prad:+1.25;koi_srad:+0.51
K05275.01,Kepler,6367663,292.99493,41.712749,1119.1,CANDIDATE,0.4447017449642236,1.16,3.781123,log_prad:+0.84;log_period:+0.75;koi_srad:+0.62
K05276.01,Kepler,6368905,293.36475,41.788891,811.02,CANDIDATE,0.47426992983572647,2.0,220.720142,log_prad:+1.28;log_period:-1.26;log_depth:+1.15
K05277.01,Kepler,6369548,293.56754,41.763981,1431.65,FALSE POSITIVE,0.0056959201508357616,20.5,634.84739,duration_ratio:-2.63;log_period:-1.41;koi_slogg:-0.85
K05278.01,Kepler,6372194,294.33594,41.747532,911.0,CANDIDATE,0.48355200336511023,7.22,281.5921577,log_prad:+1.79;log_depth:+1.42;log_period:-1.42
K05279.01,Kepler,6387557,298.11356,41.712749,974.37,CANDIDATE,0.5951047985619037,1.95,103.722152,log_prad:+1.43;duration_ratio:-0.45;log_depth:+0.43
K03376.01,Kepler,3098843,286.23264,38.202888,785.92,FALSE POSITIVE,0.8418539122034134,1.84,29.9756697,log_prad:+1.44;koi_steff:-0.99;log_period:+0.71
K03381.02,Kepler,3958301,292.55002,39.023811,1535.24,FALSE POSITIVE,0.021040448512994633,4.02,387.56519,log_period:-2.61;log_prad:+1.67;koi_steff:-0.88
K03447.01,Kepler,5353137,288.89194,40.563141,137.81,FALSE POSITIVE,0.2015763934045978,0.74,31.5073649,duration_ratio:-1.88;koi_steff:+1.02;koi_srad:-0.68
K03453.01,Kepler,4932689,294.23987,40.012131,1703.57,FALSE POSITIVE,0.10634186218398943,31.25,18.1118457,log_prad:-2.32;duration_ratio:-0.97;koi_steff:-0.76
K03463.01,Kepler,5294945,296.87976,40.45536,914.66,CANDIDATE,0.5466845017930533,1.42,32.5474295,log_prad:+1.22;log_period:+0.49;log_insol:+0.33
K03478.01,Kepler,7742408,287.66339,43.471451,567.41,CONFIRMED,0.9642374226797296,2.97,33.4969115,log_prad:+2.39;log_period:+0.72;koi_steff:+0.57
K05030.01,Kepler,3968809,295.18872,39.01865,3171.39,CANDIDATE,0.0031572543205071347,2.61,411.8969,log_period:-3.05;log_prad:+1.38;koi_steff:-1.29
K05031.01,Kepler,3970397,295.51279,39.08849,322.02,FALSE POSITIVE,0.007587822858028357,,34.33339948,log_prad:-1.31;duration_ratio:-0.86;log_period:+0.75
K05032.01,Kepler,3973549,296.10361,39.056221,766.48,FALSE POSITIVE,0.09441747172128145,3.39,1.389947459,log_prad:+1.54;log_period:-0.99;koi_steff:-0.64
K05033.01,Kepler,3974928,296.35797,39.078579,1002.81,CANDIDATE,0.006753706661824389,5.52,127.671711,duration_ratio:-4.17;log_prad:+1.22;koi_slogg:-0.40
K05034.01,Kepler,4058169,291.8476,39.143566,707.34,FALSE POSITIVE,0.002494561838981274,70.53,282.5363563,log_prad:-2.41;duration_ratio:-1.00;log_depth:-0.71
K05035.01,Kepler,4063943,293.29913,39.188389,431.3,CANDIDATE,0.003567096030646514,,115.23145073,log_prad:-1.31;duration_ratio:-1.07;log_insol:-0.97
K05036.01,Kepler,4068391,294.40005,39.171589,1126.8,FALSE POSITIVE,0.1274072073532427,2.87,289.490952,log_period:-1.53;log_prad:+1.53;duration_ratio:-1.42
K05037.01,Kepler,4071638,295.16342,39.180187,10644.26,CANDIDATE,0.001959024986216682,134.79,349.58811,log_period:-1.65;log_prad:-1.61;duration_ratio:-1.52
K05156.01,Kepler,5390913,298.7175,40.541969,392.58,CANDIDATE,0.0003536445211369042,30.88,1.680254289,log_prad:-2.46;log_depth:-2.13;duration_ratio:-1.05
K05157.01,Kepler,5391911,298.89673,40.578529,1869.0,FALSE POSITIVE,0.0008329129421627439,21.02,0.782068488,duration_ratio:-2.07;koi_teq:-1.14;log_prad:-0.87
K05158.01,Kepler,5394585,299.38071,40.535671,1451.36,CANDIDATE,0.0034293423158436474,4.41,151.13008,duration_ratio:-3.59;log_prad:+1.07;koi_steff:-0.95
K05159.01,Kepler,5397106,299.84723,40.507771,1038.22,FALSE POSITIVE,0.0005696188105523017,,440.65087204,log_period:-1.45;log_prad:-1.40;log_insol:-0.91
K05160.01,Kepler,5425643,282.9101,40.646519,424.67,CANDIDATE,0.002924747290136928,,258.63797782,log_prad:-1.32;log_insol:-0.95;duration_ratio:-0.93
K05161.01,Kepler,5425908,283.03632,40.644989,710.1,FALSE POSITIVE,0.002603320428854979,,289.76961138,log_prad:-1.32;log_insol:-0.95;duration_ratio:-0.93
K05162.01,Kepler,5428199,284.19696,40.641251,69.63,CANDIDATE,0.013136109376105955,0.95,628.15844,log_period:-3.64;koi_steff:+1.06;koi_slogg:+0.59
K05163.01,Kepler,5436415,287.8595,40.687962,1912.23,FALSE POSITIVE,0.019972763004696612,8.0,273.223848,duration_ratio:-3.28;log_period:-1.48;log_prad:+0.95
K05280.01,Kepler,6387887,298.18536,41.733952,25095.17,FALSE POSITIVE,0.0002916943274502274,281.62,0.650701055,log_prad:-2.33;log_depth:-1.54;koi_steff:-1.17
K05281.01,Kepler,6425377,284.98364,41.881351,2263.21,CANDIDATE,0.005666799508213799,23.91,263.90141,log_period:-0.99;log_prad:-0.94;koi_slogg:-0.91
K05282.01,Kepler,6428602,286.52179,41.822239,1621.14,FALSE POSITIVE,0.036193691288924836,16.91,59.742966,log_prad:-1.43;koi_slogg:-1.05;rho_star:-0.23
K05283.01,Kepler,6442735,291.76413,41.86013,699.97,CANDIDATE,0.6325281567440602,0.83,18.7821603,log_period:+0.86;log_prad:+0.82;duration_ratio:+0.81
K05284.01,Kepler,6443093,291.89035,41.816818,763.49,CANDIDATE,0.008020629707600802,27.61,389.316341,log_period:-1.11;duration_ratio:-0.94;log_prad:-0.58
K05285.01,Kepler,6447372,293.28232,41.854622,373.63,FALSE POSITIVE,0.014034409874673165,1.34,405.32064,log_period:-4.01;koi_steff:+0.98;duration_ratio:+0.71
K05286.01,Kepler,6461675,297.05902,41.84322,2015.97,FALSE POSITIVE,0.0013624221855507304,10.76,342.830882,duration_ratio:-3.25;log_period:-2.07;koi_slogg:-0.93
K05287.01,Kepler,6509282,287.33041,41.974899,5641.11,CANDIDATE,0.000571577681981808,28.1,3.98916186,duration_ratio:-2.49;log_prad:-1.22;koi_teq:-1.08
K03494.01,Kepler,8231667,291.19882,44.166241,899.22,CONFIRMED,0.2971726950323956,2.67,42.8774169,duration_ratio:-2.01;log_prad:+1.92;log_depth:+0.59
K03508.01,Kepler,6697817,293.62357,42.129639,818.76,CANDIDATE,0.033977893624580965,1.67,190.800788,log_period:-1.27;log_prad:+1.08;duration_ratio:+0.62
K03509.01,Kepler,3439096,290.1488,38.513279,3144.58,FALSE POSITIVE,0.002389306585808684,164.46,2.97601892,log_prad:-2.47;duration_ratio:-1.21;log_insol:-1.17
K03781.01,Kepler,3324644,285.88864,38.486858,1759.42,FALSE POSITIVE,0.00018124247278586715,399.44,2.882424694,log_prad:-2.65;log_depth:-2.06;duration_ratio:-1.12
K03791.02,Kepler,5437945,288.47485,40.65136,917.33,CONFIRMED,0.8447651399728076,5.94,220.142913,log_prad:+2.04;log_depth:+1.44;duration_ratio:+1.42
K04920.01,Kepler,1161949,291.17801,36.87458,1096.61,FALSE POSITIVE,0.00505965422051766,3.32,473.95103,log_period:-2.82;koi_steff:-1.65;log_prad:+1.55
K05038.01,Kepler,4077252,296.30716,39.117119,1716.04,FALSE POSITIVE,0.0011713043737736962,2.28,0.534109403,koi_steff:-2.03;koi_teq:-1.29;log_prad:+1.10
K05039.01,Kepler,4077767,296.40408,39.169811,781.89,FALSE POSITIVE,0.002853350996005147,2825.04,168.77118,log_prad:-2.84;duration_ratio:-1.34;koi_steff:+0.51
K05040.01,Kepler,4135912,284.66583,39.252041,1606.22,CANDIDATE,0.514654014627027,2.87,29.6094263,log_prad:+2.06;koi_steff:-0.97;log_period:+0.84
K05041.01,Kepler,4144238,287.83432,39.214298,879.64,FALSE POSITIVE,0.24197599257974137,30.24,22.9138322,log_prad:-2.75;duration_ratio:-1.05;log_depth:+0.95
K05042.01,Kepler,4147171,288.78134,39.28825,1502.57,FALSE POSITIVE,0.011683621223300616,2.37,538.36855,log_period:-4.13;log_prad:+0.98;duration_ratio:+0.94
K05043.01,Kepler,4149060,289.31668,39.235088,1092.56,FALSE POSITIVE,0.02285960943943892,1.79,65.5327181,duration_ratio:-2.45;log_prad:+1.01;a_over_rstar:-0.34
K05044.01,Kepler,4150972,289.8313,39.278,418.98,CANDIDATE,0.023008825555888356,1.37,161.537665,duration_ratio:-2.15;log_prad:+0.74;log_period:-0.53
K05045.01,Kepler,4160006,292.1795,39.238621,1148.86,FALSE POSITIVE,0.00013248579252415874,107.0,1.018360336,log_prad:-2.90;log_depth:-2.25;log_insol:-0.67
K05164.01,Kepler,5436455,287.87424,40.630409,514.99,CANDIDATE,0.0023695691924453363,1.16,209.967521,duration_ratio:-1.48;koi_steff:-1.07;log_period:-0.83
K05165.01,Kepler,5439000,288.85123,40.692589,742.6,CANDIDATE,0.0012668605761302167,1.66,369.73011,log_period:-3.77;koi_steff:-0.85;log_prad:+0.64
K05166.01,Kepler,5440435,289.32834,40.6791,631.17,FALSE POSITIVE,0.008868891153545416,,78.04064906,log_prad:-1.23;duration_ratio:-0.78;log_insol:-0.72
K05167.01,Kepler,5440472,289.33835,40.62534,1435.81,FALSE POSITIVE,0.00019474809309933473,2.39,396.349253,duration_ratio:-2.56;log_period:-2.49;koi_steff:-0.96
K05168.01,Kepler,5440651,289.39078,40.654781,662.05,FALSE POSITIVE,0.0005755482091472963,26.81,0.502807253,log_period:-2.30;duration_ratio:-1.19;log_prad:-0.65
K05169.01,Kepler,5443320,290.20547,40.66993,776.8,CANDIDATE,0.13317219642598213,1.72,21.3684341,duration_ratio:-1.91;log_prad:+1.16;log_period:+0.62
K05170.01,Kepler,5446961,291.36411,40.626881,2714.57,FALSE POSITIVE,0.1048717918342429,1.69,149.526152,duration_ratio:-1.24;koi_steff:+1.14;log_prad:+0.96
K05171.01,Kepler,5467126,296.6781,40.649029,1774.18,FALSE POSITIVE,0.00024307403572776588,402.16,2.845736321,log_prad:-2.67;duration_ratio:-1.42;log_insol:-1.13
K05288.01,Kepler,6511182,288.12735,41.952801,1059.99,CANDIDATE,0.20701481261279198,1.9,29.5632952,duration_ratio:-1.94;log_prad:+1.19;log_depth:+0.86
K05289.01,Kepler,6517064,290.15829,41.98978,979.45,CANDIDATE,0.03519097985838988,2.04,181.81214,log_period:-1.20;log_prad:+1.02;koi_steff:-0.49
K05290.01,Kepler,6517200,290.20068,41.946289,1452.08,CANDIDATE,0.004096613911870496,2.06,435.50635,log_period:-3.56;log_prad:+0.58;log_depth:+0.36
K05291.01,Kepler,6517255,290.21606,41.954571,1458.59,CANDIDATE,0.01762082021303218,12.74,525.560452,duration_ratio:-3.02;log_period:-1.32;log_prad:+1.26
K05292.01,Kepler,6522124,291.71484,41.932499,854.82,FALSE POSITIVE,0.010045970378964238,,43.60012467,log_prad:-1.31;duration_ratio:-0.79;log_insol:-0.68
K05293.01,Kepler,6525196,292.71802,41.922459,133.3,FALSE POSITIVE,0.00016540868102443178,57.97,1.710299164,log_prad:-2.27;log_depth:-2.01;duration_ratio:-0.82
K05294.01,Kepler,6525398,292.79022,41.948639,567.94,FALSE POSITIVE,0.19558955432274722,2.49,252.04444,log_period:-1.60;log_prad:+1.36;koi_steff:+1.09
K05295.01,Kepler,6526377,293.0798,41.94772,1835.15,FALSE POSITIVE,0.00032822457102026027,,1.39508873,log_insol:-1.65;log_prad:-1.18;duration_ratio:-1.08
K04921.01,Kepler,1164301,291.69196,36.881409,5361.23,CANDIDATE,0.00044608711746302776,28.41,95.688682,duration_ratio:-2.84;log_prad:-1.35;koi_slogg:-0.88
K04922.01,Kepler,1297263,291.94852,36.95208,1056.96,FALSE POSITIVE,0.06085358916648649,3.09,153.521361,duration_ratio:-2.39;log_prad:+1.51;log_period:-0.48
K04923.01,Kepler,1429589,290.75626,37.089809,623.15,CANDIDATE,0.12718038608388144,1.4,38.168652,log_prad:+0.99;duration_ratio:-0.86;koi_steff:-0.48
K04924.01,Kepler,1572948,291.32748,37.126701,1669.28,FALSE POSITIVE,0.03286509267591915,4.7,3.0031801,koi_steff:-1.50;duration_ratio:-1.49;log_prad:+0.96
K04925.01,Kepler,1725193,292.29431,37.26173,988.12,FALSE POSITIVE,0.0013400238931241294,43.7,2.96384168,log_prad:-2.36;log_depth:-1.25;duration_ratio:-1.06
K04926.01,Kepler,1865864,290.87305,37.362179,608.85,CANDIDATE,0.6608879654436655,1.47,69.089357,log_prad:+1.39;duration_ratio:+1.06;koi_steff:+0.75
K04927.01,Kepler,1870398,291.91556,37.322578,1736.81,FALSE POSITIVE,0.00941870330866578,37.88,43.142257,log_prad:-2.62;duration_ratio:-1.09;log_depth:+0.72
K04928.01,Kepler,1873513,292.57986,37.376411,165.11,CONFIRMED,0.9398595614908849,4.91,3.290304098,log_prad:+2.03;duration_ratio:+1.56;koi_steff:+1.48
K05046.01,Kepler,4164511,293.24701,39.236691,946.58,CANDIDATE,0.08080293772698922,1.44,40.9882124,koi_steff:-2.06;log_prad:+1.11;duration_ratio:-0.60
K05047.01,Kepler,4179201,296.32437,39.292881,1165.37,FALSE POSITIVE,0.01426236695395197,2.83,326.70552,log_period:-2.09;log_prad:+1.40;duration_ratio:-1.38
K05048.01,Kepler,4241238,284.63876,39.355179,885.2,CANDIDATE,0.016214633849229717,6.28,138.333748,duration_ratio:-3.94;log_prad:+1.31;log_depth:+0.76
K05049.01,Kepler,4242806,285.18643,39.357288,223.95,FALSE POSITIVE,0.020284107719296764,1.27,343.49816,log_period:-3.42;koi_steff:+0.85;log_prad:+0.73
K05050.01,Kepler,4245861,286.37234,39.3423,871.21,FALSE POSITIVE,0.03308129374756706,1.24,11.2582311,duration_ratio:-2.00;log_depth:+0.58;log_prad:+0.51
K05051.01,Kepler,4246343,286.5657,39.38969,797.18,FALSE POSITIVE,0.0026349900965578466,,139.54219147,log_prad:-1.31;duration_ratio:-1.07;log_insol:-0.97
K05052.01,Kepler,4253860,289.23367,39.38652,5631.65,FALSE POSITIVE,0.0005932369163450558,444.08,155.046089,log_prad:-2.60;duration_ratio:-1.34;koi_steff:-1.00
K05053.01,Kepler,4274816,294.57065,39.331402,695.75,FALSE POSITIVE,0.4305238580987613,0.98,14.3641542,duration_ratio:-0.67;log_period:+0.55;log_prad:+0.51
K05172.01,Kepler,5470851,297.51108,40.61908,1296.61,FALSE POSITIVE,0.10988164762686208,1.14,12.4276185,duration_ratio:-1.44;koi_steff:-0.61;log_insol:+0.47
K05173.01,Kepler,5471108,297.56931,40.619637,293.72,FALSE POSITIVE,0.1987716091189084,0.82,12.427076,duration_ratio:-1.97;log_period:+0.71;log_prad:-0.35
K05174.01,Kepler,5524229,288.87198,40.767059,603.11,CANDIDATE,0.013039890212563032,6.04,22.4932751,duration_ratio:-3.50;log_prad:+1.06;koi_slogg:-0.74
K05175.01,Kepler,5525484,289.29504,40.71674,1837.15,FALSE POSITIVE,0.0007442780368496807,19.71,315.502534,duration_ratio:-2.98;log_period:-1.05;log_prad:-0.96
K05176.01,Kepler,5529385,290.43491,40.777241,609.86,CANDIDATE,0.007829212409090687,1.26,215.732414,duration_ratio:-1.41;log_period:-1.06;log_prad:+0.44
K05177.01,Kepler,5547424,295.62753,40.706249,455.77,FALSE POSITIVE,0.0027472289609200328,,276.54167976,log_prad:-1.32;log_insol:-0.95;duration_ratio:-0.93
K05178.01,Kepler,5551240,296.50043,40.72123,1038.91,CONFIRMED,0.29024790171732917,1.24,4.13960513,koi_steff:-2.50;log_prad:+1.17;duration_ratio:+0.82
K05296.01,Kepler,6527229,293.33401,41.937321,1360.98,FALSE POSITIVE,0.00041019052974499597,48.77,200.79976002,log_prad:-2.20;log_depth:-2.16;duration_ratio:-1.01
K05297.01,Kepler,6543192,297.42578,41.932991,621.08,CANDIDATE,0.9085229657288508,0.8,8.0906952,duration_ratio:+1.14;log_prad:+0.91;log_period:+0.77
K05298.01,Kepler,6543674,297.54156,41.950901,1238.91,FALSE POSITIVE,0.00012841657315226673,156.91,1.195515364,log_prad:-2.79;log_depth:-1.91;log_insol:-0.87
K05299.01,Kepler,6548429,298.53922,41.986961,930.21,FALSE POSITIVE,0.006653975865967628,2.04,210.971635,duration_ratio:-1.17;log_period:-1.10;log_prad:+0.88
K05300.01,Kepler,6594945,288.28122,42.072079,929.29,CANDIDATE,0.11615112916028464,2.46,188.954072,log_prad:+1.39;log_period:-1.20;koi_steff:-0.89
K05301.01,Kepler,6599305,289.72461,42.00605,898.34,FALSE POSITIVE,0.20935981492874603,1.5,42.02646,log_prad:+0.97;duration_ratio:-0.83;koi_steff:-0.75
K05302.01,Kepler,6600515,290.08987,42.076111,1046.56,FALSE POSITIVE,0.003853464823715837,2.7,372.04697,log_period:-3.94;log_prad:+1.53;koi_steff:-1.12
K05303.01,Kepler,6608090,292.41116,42.039478,519.43,FALSE POSITIVE,0.006790531780239101,1.36,438.81524,log_period:-3.29;log_prad:+0.51;koi_srad:-0.23
K04929.01,Kepler,2010607,290.50565,37.459011,579.78,FALSE POSITIVE,0.056493207423251084,20.83,18.622214,log_prad:-1.96;log_depth:+0.92;duration_ratio:+0.69
K04930.01,Kepler,2015013,291.55548,37.44516,972.49,FALSE POSITIVE,0.1717288643529479,2.1,27.8923345,duration_ratio:-2.28;log_prad:+1.21;koi_srad:+0.65
K04931.01,Kepler,2019199,292.48621,37.404339,1483.79,CANDIDATE,0.026215945579811026,2.71,579.81521,log_period:-3.23;log_prad:+1.64;log_depth:+0.36
K04932.01,Kepler,2158460,291.06418,37.535751,1441.65,CANDIDATE,0.015014440661773995,,19.12788374,log_prad:-1.39;duration_ratio:-0.84;log_insol:-0.79
K04933.01,Kepler,2163226,292.10245,37.56691,1117.54,FALSE POSITIVE,0.003483942727295385,2.08,452.10093,log_period:-4.16;koi_steff:-0.80;duration_ratio:+0.67
K04934.01,Kepler,2165352,292.54315,37.555759,422.25,FALSE POSITIVE,0.009928650172365633,17.97,0.7906069,duration_ratio:-1.39;koi_steff:+0.93;log_period:-0.48
K04935.01,Kepler,2305255,291.96451,37.60878,947.63,FALSE POSITIVE,0.007918158196604682,3.04,24.5714867,duration_ratio:-5.25;log_prad:+1.57;log_depth:+0.69
K04936.01,Kepler,2305543,292.02686,37.600651,308.36,FALSE POSITIVE,0.00017252510080763406,45.75,0.681137796,log_depth:-2.35;log_prad:-1.91;duration_ratio:-1.12
K05054.01,Kepler,4276114,294.85513,39.30534,1015.86,FALSE POSITIVE,0.00024766218381718787,144.2,3.722404453,log_prad:-2.87;log_depth:-2.43;duration_ratio:-1.03
K05055.01,Kepler,4281023,295.87695,39.336391,1287.92,FALSE POSITIVE,0.006482157337189899,10.13,230.385488,duration_ratio:-3.60;log_period:-1.42;koi_slogg:-0.90
K05056.01,Kepler,4281700,296.01428,39.35688,710.93,FALSE POSITIVE,0.002623134777669415,,222.84909312,log_prad:-1.29;log_insol:-0.95;duration_ratio:-0.94
K05057.01,Kepler,4346339,285.34329,39.413849,934.04,CANDIDATE,0.0015808667509072604,7.15,493.74242,duration_ratio:-3.05;log_period:-2.15;log_prad:+0.99
K05058.01,Kepler,4365461,291.69095,39.425442,887.03,FALSE POSITIVE,0.00026505229400020715,116.92,1.714414962,log_prad:-2.60;log_depth:-2.10;duration_ratio:-0.85
K05059.01,Kepler,4366923,292.11526,39.49855,923.49,FALSE POSITIVE,0.0008799267533250152,43.47,646.28789332,log_prad:-1.97;log_depth:-1.68;koi_steff:-1.24
K05060.01,Kepler,4449752,286.85861,39.592579,600.6,FALSE POSITIVE,0.04159653932370959,1.11,290.438547,log_period:-2.27;duration_ratio:+0.75;log_insol:-0.16
K05061.01,Kepler,4455763,289.07651,39.570438,1498.53,FALSE POSITIVE,0.005656364272504147,15.64,0.766298172,log_insol:-0.92;log_prad:-0.76;koi_steff:-0.63
K05179.01,Kepler,5563057,298.91757,40.716961,819.68,FALSE POSITIVE,0.0007768843061768632,0.84,1.049468616,koi_steff:-1.92;log_insol:-0.91;duration_ratio:-0.80
K05180.01,Kepler,5565261,299.33298,40.714352,1364.56,FALSE POSITIVE,0.0005831754869335004,89.55,2.362348096,log_prad:-2.69;duration_ratio:-1.22;koi_slogg:-0.57
K05181.01,Kepler,5602409,285.63928,40.84763,3358.29,FALSE POSITIVE,0.0035753582895712926,17.22,136.830243,duration_ratio:-3.08;log_prad:-1.06;koi_slogg:-0.89
K05182.01,Kepler,5603270,286.04263,40.860291,723.35,FALSE POSITIVE,0.0012952880474318591,1.96,103.284757,duration_ratio:-4.04;log_prad:+0.90;log_depth:-0.37
K05183.01,Kepler,5612111,289.39359,40.896339,1183.37,FALSE POSITIVE,0.0250786463600463,1.69,36.1904638,duration_ratio:-2.26;log_prad:+1.05;koi_steff:-0.67
K05184.01,Kepler,5616628,290.76614,40.881691,1558.67,FALSE POSITIVE,0.0023958125400524856,2.82,419.75224,log_period:-2.84;log_prad:+1.38;duration_ratio:-1.08
K05185.01,Kepler,5623137,292.76889,40.816181,855.45,FALSE POSITIVE,0.02513346495174349,1.53,419.95929,log_period:-4.06;duration_ratio:+0.71;log_prad:+0.59
K05304.01,Kepler,6611779,293.47052,42.0965,419.8,FALSE POSITIVE,0.009058819711666935,2.36,206.309658,duration_ratio:-4.10;log_prad:+0.97;log_period:-0.77
K05305.01,Kepler,6612411,293.64468,42.033489,998.5,FALSE POSITIVE,0.001495471052093206,4.92,8.46184728,duration_ratio:-4.54;koi_steff:-2.45;log_prad:+0.87
K05306.01,Kepler,6612973,293.80481,42.026001,556.51,FALSE POSITIVE,0.0016722899753459136,1.69,681.01756,log_period:-3.34;duration_ratio:-0.65;log_prad:+0.51
