name,mission,star_id,ra,dec,dist_pc,disposition,probability,radius_earth,period_days,top_reasons
K00842.02,Kepler,5794379,292.91312,41.060921,499.07,CONFIRMED,0.8551748830523208,2.64,36.06588163,log_prad:+2.19;duration_ratio:+1.26;log_depth:+0.62
K00843.01,Kepler,5881688,293.49661,41.137589,1361.78,CONFIRMED,0.9283622517093418,6.21,4.190425659,log_prad:+1.62;duration_ratio:+1.48;koi_steff:-0.84
K00844.01,Kepler,6022556,283.86441,41.346458,1260.35,CONFIRMED,0.9435459625774221,4.35,3.709870784,log_prad:+2.04;duration_ratio:+1.26;log_depth:+0.62
K00845.01,Kepler,6032497,288.51001,41.301769,1258.86,CONFIRMED,0.8402333277616787,3.75,16.3297527,log_prad:+2.38;log_period:+0.88;koi_steff:-0.60
K00846.01,Kepler,6061119,296.88821,41.396091,960.94,CONFIRMED,0.07538299242006434,13.84,27.807566216,log_prad:+1.36;log_period:+0.57;duration_ratio:+0.47
K00847.01,Kepler,6191521,287.1543,41.565788,1279.17,CONFIRMED,0.9881134597970095,7.59,80.8723469,log_prad:+2.24;duration_ratio:+1.37;log_depth:+1.07
K00848.01,Kepler,6267425,284.86929,41.679192,795.58,FALSE POSITIVE,0.008486458178923647,26.82,3.166465862,duration_ratio:-1.22;log_prad:-0.96;koi_steff:+0.71
K00118.01,Kepler,3531558,287.36279,38.649601,422.07,CONFIRMED,0.970920190656579,2.29,24.99324319,log_prad:+2.44;log_period:+0.87;duration_ratio:+0.80
K00849.01,Kepler,6276477,288.9942,41.633282,830.69,CONFIRMED,0.9730813458959247,2.47,10.35533116,log_prad:+2.12;log_depth:+1.10;log_period:+0.86
K00867.01,Kepler,6863998,292.10519,42.380322,735.65,CONFIRMED,0.7754892220896322,3.68,16.08518937,log_prad:+2.48;log_period:+0.76;log_depth:+0.52
K00868.01,Kepler,6867155,293.00797,42.307201,357.58,CANDIDATE,0.4669229954920034,10.59,235.9986399,log_prad:+1.52;log_period:-1.12;koi_steff:+0.88
K00869.01,Kepler,6948054,291.63898,42.436321,802.87,CONFIRMED,0.9735327946197874,2.56,7.49018305,log_prad:+2.11;duration_ratio:+1.06;log_period:+0.69
K00869.02,Kepler,6948054,291.63898,42.436321,802.87,CONFIRMED,0.9837317000334432,3.03,36.2761238,log_prad:+2.39;duration_ratio:+1.24;log_depth:+0.71
K00869.03,Kepler,6948054,291.63898,42.436321,802.87,CONFIRMED,0.9706634328719141,2.32,17.46087931,log_prad:+2.43;log_depth:+0.98;log_period:+0.81
K00854.01,Kepler,6435936,289.50848,41.812119,234.91,CONFIRMED,0.9572495720526123,1.94,56.0560754,log_prad:+1.93;duration_ratio:+1.32;koi_steff:+1.30
K00855.01,Kepler,6522242,291.76041,41.944069,718.37,CONFIRMED,0.7321746474194749,11.38,41.408316686,log_prad:+1.97;duration_ratio:+1.63;log_depth:+0.61
K00856.01,Kepler,6526710,293.17929,41.969238,1193.8,CANDIDATE,0.008548415591504455,14.21,39.74893077,log_prad:-1.48;koi_steff:-0.60;duration_ratio:-0.56
K00857.01,Kepler,6587280,285.11047,42.033958,703.46,CONFIRMED,0.96120809745785,2.47,5.715425977,log_prad:+2.09;duration_ratio:+1.28;log_depth:+0.87
K00119.01,Kepler,9471974,294.55917,46.062328,689.95,CONFIRMED,0.8964026000617887,8.2,49.18394185,log_prad:+1.88;duration_ratio:+1.55;koi_srad:+0.80
K00857.02,Kepler,6587280,285.11047,42.033958,703.46,CONFIRMED,0.9324250840550313,2.28,20.0261412,log_prad:+2.35;duration_ratio:+1.03;log_period:+0.88
K00858.01,Kepler,6599919,289.89777,42.009151,860.01,CANDIDATE,0.02892736121086784,19.02,13.61014819,duration_ratio:-1.31;log_prad:-1.15;log_period:+0.36
K00859.01,Kepler,6675056,286.24356,42.148811,767.81,FALSE POSITIVE,0.9883208027506586,2.66,10.44331991,log_prad:+2.01;duration_ratio:+0.69;log_period:+0.65
K00861.01,Kepler,6685526,290.00757,42.116459,683.56,CONFIRMED,0.8663675819547969,1.41,2.237489571,log_prad:+1.58;duration_ratio:+1.35;log_depth:+0.57
K00862.01,Kepler,6756669,284.08731,42.233231,876.96,FALSE POSITIVE,0.15193133813248827,14.62,5.851520671,log_prad:-1.56;duration_ratio:+1.00;log_depth:-0.87
K00863.01,Kepler,6784235,293.81647,42.212502,1223.65,CONFIRMED,0.9442661537375685,2.62,3.167893418,log_prad:+2.31;duration_ratio:+1.23;log_depth:+1.05
K00864.01,Kepler,6849310,287.24268,42.301369,1142.11,CONFIRMED,0.9726764500565731,3.11,4.311780262,log_prad:+2.18;duration_ratio:+1.08;log_period:+0.56
K00864.02,Kepler,6849310,287.24268,42.301369,1142.11,CONFIRMED,0.9887518595693336,2.69,20.0504494,log_prad:+2.55;duration_ratio:+1.06;log_depth:+1.04
K00864.03,Kepler,6849310,287.24268,42.301369,1142.11,CONFIRMED,0.9836201361077591,2.67,9.76734503,log_prad:+2.42;duration_ratio:+0.99;log_depth:+0.92
K00865.01,Kepler,6862328,291.58377,42.36816,1038.71,CANDIDATE,0.9850538243531343,8.98,119.0207044,log_prad:+2.08;duration_ratio:+1.50;log_depth:+1.22
K00119.02,Kepler,9471974,294.55917,46.062328,689.95,CONFIRMED,0.8420295439963312,7.78,190.3200468,log_prad:+2.00;duration_ratio:+1.33;log_depth:+1.23
K00866.01,Kepler,6862603,291.67172,42.343109,1469.07,FALSE POSITIVE,0.15449946198844794,4.37,2.861159894,log_prad:+1.28;duration_ratio:-0.94;log_depth:+0.78
K00880.01,Kepler,7366258,292.87338,42.966141,912.46,CONFIRMED,0.9716957261518939,3.91,26.44439337,log_prad:+2.39;duration_ratio:+0.99;log_period:+0.69
K00880.02,Kepler,7366258,292.87338,42.966141,912.46,CONFIRMED,0.9656328392019868,5.51,51.53997972,log_prad:+2.12;duration_ratio:+1.40;log_depth:+0.86
K00880.03,Kepler,7366258,292.87338,42.966141,912.46,CONFIRMED,0.9776957038888056,2.43,5.902245782,log_prad:+2.17;duration_ratio:+1.19;log_period:+0.97
K00880.04,Kepler,7366258,292.87338,42.966141,912.46,CONFIRMED,0.8338295949216651,1.86,2.382951591,log_prad:+1.89;duration_ratio:+1.20;log_period:+0.83
K00881.01,Kepler,7373451,294.90973,42.935261,854.05,CONFIRMED,0.9644698501680772,3.07,21.02250608,log_prad:+2.43;duration_ratio:+1.18;log_depth:+0.81
K00869.04,Kepler,6948054,291.63898,42.436321,802.87,CONFIRMED,0.9597101719157911,1.69,3.219814777,log_prad:+1.83;duration_ratio:+1.27;log_period:+0.74
K00870.01,Kepler,6949607,292.13702,42.42942,302.18,CONFIRMED,0.9856371466124065,1.73,5.912273234,log_prad:+1.85;koi_steff:+1.35;duration_ratio:+1.30
K00870.02,Kepler,6949607,292.13702,42.42942,302.18,CONFIRMED,0.9741509205765747,1.65,8.98581901,log_prad:+1.72;koi_steff:+1.18;duration_ratio:+1.18
K00871.01,Kepler,7031517,291.11969,42.507069,941.82,CANDIDATE,0.001156097660586661,22.94,12.940668656,log_depth:-2.70;log_prad:-2.24;koi_steff:-0.46
K00120.01,Kepler,11869052,294.40192,50.172089,374.51,FALSE POSITIVE,0.9766959648822436,2.41,20.5452375,log_prad:+1.88;log_period:+0.79;duration_ratio:+0.41
K00872.01,Kepler,7109675,289.26874,42.604172,843.01,CONFIRMED,0.9830839685343965,8.46,33.60123371,log_prad:+2.00;duration_ratio:+1.53;log_depth:+0.89
K00872.02,Kepler,7109675,289.26874,42.604172,843.01,CONFIRMED,0.9728379828164738,1.97,6.76652928,log_prad:+1.89;duration_ratio:+1.11;log_period:+0.94
K00873.01,Kepler,7118364,291.96417,42.69614,1135.89,CONFIRMED,0.9382665881733557,2.36,4.347288783,log_prad:+1.95;log_period:+0.93;log_depth:+0.60
K00874.01,Kepler,7134976,296.48343,42.663429,647.48,CONFIRMED,0.9802400678326262,2.35,4.601811819,log_prad:+2.06;duration_ratio:+1.10;log_depth:+1.01
K00874.02,Kepler,7134976,296.48343,42.663429,647.48,CONFIRMED,0.980001922447079,1.55,11.18719905,log_prad:+1.70;duration_ratio:+1.13;log_period:+0.87
K00875.01,Kepler,7135852,296.69394,42.62611,319.77,CONFIRMED,0.8396770860251618,2.62,4.220965778,log_prad:+2.26;koi_steff:+1.41;log_period:+0.77
K00876.01,Kepler,7270230,287.88412,42.832439,1178.19,FALSE POSITIVE,0.0020068030838779703,588.66,6.998099523,log_prad:-3.03;duration_ratio:-1.34;log_period:+0.31
K00877.01,Kepler,7287995,293.63696,42.82497,332.12,CONFIRMED,0.988599430156795,2.33,5.95489993,log_prad:+2.35;duration_ratio:+1.31;koi_steff:+1.03
K00877.02,Kepler,7287995,293.63696,42.82497,332.12,CONFIRMED,0.9699886439720782,2.18,12.03987488,log_prad:+2.30;duration_ratio:+1.22;koi_steff:+0.80
K00877.03,Kepler,7287995,293.63696,42.82497,332.12,CONFIRMED,0.8702094896274281,1.42,20.83762895,log_prad:+1.63;duration_ratio:+1.09;koi_steff:+0.81
K00121.01,Kepler,3247396,294.46088,38.383461,986.19,FALSE POSITIVE,0.0009038043276609679,63.66,8.8111022,log_prad:-2.09;duration_ratio:-1.60;koi_slogg:-0.76
K00878.01,Kepler,7303253,297.46002,42.83992,576.32,CONFIRMED,0.8585954564101635,3.16,23.58917143,log_prad:+2.44;duration_ratio:-0.82;log_period:+0.72
K00123.01,Kepler,5094751,290.39273,40.28487,441.48,CONFIRMED,0.9823989684416303,2.54,6.481633073,log_prad:+2.38;log_period:+0.96;koi_srad:+0.93
K00892.01,Kepler,7678434,290.39322,43.363899,745.15,CONFIRMED,0.9853300540630354,3.2,10.37168928,log_prad:+2.35;duration_ratio:+1.16;log_period:+0.71
K00892.02,Kepler,7678434,290.39322,43.363899,745.15,CONFIRMED,0.9591622321939559,1.78,3.96996298,log_prad:+1.92;duration_ratio:+0.89;log_period:+0.80
K00893.01,Kepler,7685981,292.96555,43.34639,1340.92,CONFIRMED,0.681128235631673,2.66,4.40841331,log_prad:+2.40;duration_ratio:-0.99;log_depth:+0.87
K00894.01,Kepler,7708215,299.00143,43.399632,1029.8,FALSE POSITIVE,0.04429233942202621,4.68,7.9426176,duration_ratio:-2.70;log_prad:+1.07;log_period:+0.47
K00881.02,Kepler,7373451,294.90973,42.935261,854.05,CONFIRMED,0.46264590714520676,4.53,226.8904775,log_prad:+2.01;log_depth:+1.32;log_period:-1.04
K00882.01,Kepler,7377033,295.83536,42.943062,618.65,FALSE POSITIVE,0.004746778222446949,21.58,1.956811408,koi_srad:-1.35;duration_ratio:-1.29;log_prad:-1.08
K00883.01,Kepler,7380537,296.68307,42.967869,615.88,CANDIDATE,0.7500440937331349,12.04,2.688899233,log_prad:+1.65;duration_ratio:+1.48;log_depth:-1.15
K00884.01,Kepler,7434875,288.64252,43.039291,631.96,CONFIRMED,0.8857985546669753,4.16,9.439459486,log_prad:+2.19;duration_ratio:+1.23;log_period:+0.62
K00122.01,Kepler,8349582,284.48245,44.398041,436.91,CONFIRMED,0.9874072450247294,3.13,11.523067458,log_prad:+2.41;koi_srad:+0.91;log_period:+0.85
K00884.02,Kepler,7434875,288.64252,43.039291,631.96,CONFIRMED,0.9473491456089831,2.92,20.47748843,log_prad:+2.41;duration_ratio:+0.95;log_depth:+0.71
K00884.03,Kepler,7434875,288.64252,43.039291,631.96,CONFIRMED,0.9555439076270437,1.74,3.336123113,log_prad:+1.86;duration_ratio:+1.28;log_period:+0.76
K00886.01,Kepler,7455287,294.77393,43.056301,237.6,CONFIRMED,0.9790538161602855,1.72,8.01078456,log_prad:+1.86;koi_steff:+1.36;duration_ratio:+1.30
K00886.02,Kepler,7455287,294.77393,43.056301,237.6,CONFIRMED,0.9642969537403595,1.29,12.07134205,log_prad:+1.26;koi_slogg:+1.03;koi_steff:+1.02
K00886.03,Kepler,7455287,294.77393,43.056301,237.6,CONFIRMED,0.9747430707922947,1.3,20.99587872,log_prad:+1.58;duration_ratio:+1.22;koi_steff:+1.13
K00887.01,Kepler,7458762,295.65149,43.029831,937.49,CONFIRMED,0.9097747146689547,2.45,7.41113177,log_prad:+2.19;duration_ratio:+0.96;log_period:+0.94
K00888.01,Kepler,7552344,297.97513,43.164909,815.9,FALSE POSITIVE,0.09521269122061118,4.14,1.000747038,log_prad:+1.60;log_period:-1.17;log_insol:-0.79
K00889.01,Kepler,757450,291.1376,36.577381,731.73,CONFIRMED,0.8027390713777746,10.51,8.884922995,log_prad:+1.92;log_depth:+0.76;duration_ratio:+0.68
K00890.01,Kepler,7585481,282.69952,43.272739,1422.15,CONFIRMED,0.8559048112367639,8.95,8.09888906,log_prad:+1.63;duration_ratio:+1.60;log_depth:+0.88
K00891.01,Kepler,7663691,283.63077,43.379398,1179.2,CONFIRMED,0.9197124474713005,3.52,10.00653012,log_prad:+2.52;log_depth:+1.14;log_period:+0.77
K00012.01,Kepler,5812701,297.45374,41.01099,363.38,CONFIRMED,0.529914822624358,13.16,17.855221681,koi_steff:-2.76;duration_ratio:+1.55;log_prad:+1.28
K00901.01,Kepler,8013419,285.16748,43.876339,355.9,CANDIDATE,0.9234287096391721,4.87,12.732624065,log_prad:+1.87;koi_steff:+1.10;koi_srad:-0.89
K00902.01,Kepler,8018547,287.85239,43.897991,347.59,CANDIDATE,0.6948174933707526,4.78,83.92494032,log_prad:+2.02;koi_steff:+1.10;koi_srad:-0.90
K00903.01,Kepler,8039892,295.53613,43.884449,1191.66,CONFIRMED,0.4300480799837156,6.96,5.007316661,log_prad:+1.08;log_period:+0.54;log_depth:+0.38
K00904.01,Kepler,8150320,285.16833,44.026459,525.83,CONFIRMED,0.8962478746067021,1.85,2.211116989,log_prad:+1.76;duration_ratio:+1.03;koi_steff:+0.86
K00904.02,Kepler,8150320,285.16833,44.026459,525.83,CONFIRMED,0.9870406711575557,1.9,27.9541337,log_prad:+1.81;duration_ratio:+1.26;log_depth:+0.91
K00124.01,Kepler,11086270,292.92914,48.60281,709.35,CONFIRMED,0.9750190462484504,2.57,12.69104387,log_prad:+2.22;log_period:+0.82;koi_srad:+0.74
K00895.01,Kepler,7767559,296.41019,43.455391,1062.51,FALSE POSITIVE,0.939643109810992,10.95,4.409409243,log_prad:+1.36;duration_ratio:+0.68;log_period:+0.40
K00896.01,Kepler,7825899,293.0614,43.58136,797.62,CONFIRMED,0.9728672676590343,4.14,16.23947096,log_prad:+2.29;duration_ratio:+1.32;log_period:+0.70
K00896.02,Kepler,7825899,293.0614,43.58136,797.62,CONFIRMED,0.9782013240942695,2.96,6.308201629,log_prad:+2.35;duration_ratio:+1.29;log_period:+0.77
K00897.01,Kepler,7849854,299.56189,43.503559,1191.63,CONFIRMED,0.9687500696105106,13.12,2.052349884,log_prad:+1.84;duration_ratio:+1.81;log_depth:+1.25
K00898.01,Kepler,7870390,282.23251,43.66563,303.62,CONFIRMED,0.9853620688739165,2.23,9.7704486,log_prad:+2.38;duration_ratio:+1.45;koi_steff:+1.32
K00898.02,Kepler,7870390,282.23251,43.66563,303.62,CONFIRMED,0.991785675475542,1.66,5.169804269,log_prad:+1.88;koi_steff:+1.40;duration_ratio:+1.19
K00123.02,Kepler,5094751,290.39273,40.28487,441.48,CONFIRMED,0.9817151331352924,2.48,21.22261195,log_prad:+2.12;log_period:+0.98;duration_ratio:+0.95
K00898.03,Kepler,7870390,282.23251,43.66563,303.62,CONFIRMED,0.8947948855657191,2.25,20.09017037,log_prad:+2.32;koi_steff:+1.17;log_period:+0.69
K00899.01,Kepler,7907423,296.98505,43.65852,145.74,CONFIRMED,0.9691150067449332,1.16,7.11373257,log_prad:+1.43;koi_steff:+1.11;duration_ratio:+0.99
K00899.02,Kepler,7907423,296.98505,43.65852,145.74,CONFIRMED,0.9244248305610397,0.91,3.306551643,koi_steff:+1.21;log_prad:+1.06;log_period:+1.01
K00899.03,Kepler,7907423,296.98505,43.65852,145.74,CONFIRMED,0.9765619421109366,1.11,15.36845737,duration_ratio:+1.52;log_prad:+1.38;koi_steff:+1.22
K00900.01,Kepler,7938496,281.96063,43.70311,1456.54,CONFIRMED,0.9696991060101068,4.56,13.81020318,log_prad:+1.93;duration_ratio:+1.20;log_period:+0.84
K00911.01,Kepler,8490993,290.26328,44.55645,1324.57,CONFIRMED,0.7284410915204249,2.85,4.093578461,log_prad:+2.13;koi_steff:-0.97;log_depth:+0.67
K00911.02,Kepler,8490993,290.26328,44.55645,1324.57,CONFIRMED,0.400202783739064,3.43,105.145959,log_prad:+2.51;koi_steff:-1.08;log_depth:+0.84
K00912.01,Kepler,8505670,295.57935,44.545959,313.8,CONFIRMED,0.9332249676553334,2.34,10.8484518,log_prad:+2.22;duration_ratio:+1.32;koi_steff:+1.15
K00912.02,Kepler,8505670,295.57935,44.545959,313.8,CONFIRMED,0.9519419358818699,1.18,6.66833241,log_prad:+1.64;koi_steff:+1.48;duration_ratio:+1.41
K00913.01,Kepler,8544996,284.83047,44.658138,848.16,CONFIRMED,0.8902083305873868,10.55,4.082274889,log_prad:+1.48;duration_ratio:+0.76;log_period:+0.54
K00914.01,Kepler,8552202,288.72665,44.60751,858.99,CANDIDATE,0.6787058518434934,1.87,3.886655224,log_prad:+1.72;log_period:+0.76;log_depth:+0.64
K00904.03,Kepler,8150320,285.16833,44.026459,525.83,CONFIRMED,0.9764838836505952,1.85,42.1406089,log_prad:+1.73;duration_ratio:+1.18;log_depth:+1.10
K00904.04,Kepler,8150320,285.16833,44.026459,525.83,CONFIRMED,0.9749472084111703,1.62,4.617490562,log_prad:+1.72;log_period:+1.05;koi_steff:+0.88
K00904.05,Kepler,8150320,285.16833,44.026459,525.83,CONFIRMED,0.9729294730279404,1.75,10.19849255,log_prad:+1.75;duration_ratio:+1.20;koi_steff:+0.89
K00905.01,Kepler,8180063,296.50754,44.036072,985.24,FALSE POSITIVE,0.045579865464487154,4.33,5.795063956,duration_ratio:-1.86;log_prad:+1.19;log_period:+0.56
K00906.01,Kepler,8226994,289.59476,44.141949,800.34,CONFIRMED,0.9934602356561201,2.47,7.15681552,log_prad:+2.09;duration_ratio:+1.13;log_depth:+1.08
K00906.02,Kepler,8226994,289.59476,44.141949,800.34,CONFIRMED,0.9832073789765418,2.43,17.64830851,log_prad:+2.11;log_depth:+1.07;log_period:+0.88
K00906.03,Kepler,8226994,289.59476,44.141949,800.34,CONFIRMED,0.9615241089727933,1.08,4.14810719,duration_ratio:+1.36;log_prad:+1.35;koi_steff:+0.87
K00907.01,Kepler,8247638,296.56622,44.105862,889.63,CONFIRMED,0.9679568941715935,2.72,16.51410989,log_prad:+2.48;duration_ratio:+1.05;log_depth:+1.00
K00907.02,Kepler,8247638,296.56622,44.105862,889.63,CONFIRMED,0.9746516329530209,3.14,30.1329298,log_prad:+2.60;log_depth:+1.01;log_period:+0.72
K00907.03,Kepler,8247638,296.56622,44.105862,889.63,CONFIRMED,0.9342536474082164,1.36,4.79090809,log_prad:+1.75;duration_ratio:+1.10;log_period:+0.94
K00124.02,Kepler,11086270,292.92914,48.60281,709.35,CONFIRMED,0.987082230255586,3.09,31.71981013,log_prad:+2.46;log_period:+0.89;log_depth:+0.82
K00907.04,Kepler,8247638,296.56622,44.105862,889.63,CONFIRMED,0.8194590703678918,2.64,99.6415962,log_prad:+2.30;log_depth:+1.19;log_insol:+0.32
K00908.01,Kepler,8255887,298.63565,44.17094,1146.84,CONFIRMED,0.9478147914423501,10.6,4.708326451,log_prad:+1.75;duration_ratio:+1.53;log_depth:+0.93
K00909.01,Kepler,8256049,298.67862,44.175499,369.04,FALSE POSITIVE,0.001593942261725631,540.37,16.37198661,log_prad:-3.24;duration_ratio:-1.56;koi_srad:-0.80
K00910.01,Kepler,8414716,284.43051,44.48053,876.07,CONFIRMED,0.969944616885232,2.68,5.392026903,log_prad:+2.27;duration_ratio:+1.38;log_period:+0.71
K00928.01,Kepler,9140402,284.75943,45.599129,875.2,CANDIDATE,0.8256782663976663,2.42,2.494170338,log_prad:+1.72;log_depth:+0.88;log_period:+0.86
K00929.01,Kepler,9141746,285.55481,45.578861,1656.16,CONFIRMED,0.5752255028328164,9.66,6.491682808,log_prad:+1.17;log_period:+0.76;log_depth:+0.65
K00930.01,Kepler,9159275,293.68494,45.51683,920.73,FALSE POSITIVE,0.0035228867209607904,24.54,3.044770796,duration_ratio:-1.38;log_prad:-1.17;koi_srad:-0.43
K00931.01,Kepler,9166862,296.39316,45.568562,1283.75,CONFIRMED,0.731041787365278,13.61,3.855603916,log_prad:+1.68;duration_ratio:+1.36;log_period:+0.71
K00932.01,Kepler,9166870,296.39542,45.56992,1041.64,FALSE POSITIVE,0.7775361934214011,3.57,3.855599139,log_prad:+2.06;log_period:+0.55;log_depth:+0.52
K00125.01,Kepler,11449844,288.90222,49.370491,470.4,CONFIRMED,0.5911933605781408,13.26,38.47876629,log_prad:+1.92;duration_ratio:+1.61;log_depth:+0.63
K00915.01,Kepler,8605074,282.30603,44.714661,1536.51,FALSE POSITIVE,0.0005559848699088887,27.22,37.601661282,log_depth:-2.86;log_prad:-2.37;log_period:+0.24
K00916.01,Kepler,8628973,293.45483,44.792789,960.89,CONFIRMED,0.9537132608915411,3.94,3.314947362,log_prad:+2.25;duration_ratio:+1.00;log_depth:+0.65
K00917.01,Kepler,8655354,301.04956,44.706299,930.29,FALSE POSITIVE,0.02167754792745334,4.37,6.71969089,duration_ratio:-2.52;log_prad:+1.12;log_period:+0.53
K00918.01,Kepler,8672910,283.97751,44.811562,788.21,CONFIRMED,0.9452507237393605,10.98,39.6431552,log_prad:+1.92;duration_ratio:+1.60;log_depth:+0.75
K00919.01,Kepler,8686150,290.63898,44.806789,1740.18,FALSE POSITIVE,0.0018566810505013464,29.66,51.42598578,log_prad:-3.05;log_depth:-2.69;log_period:+0.33
K00920.01,Kepler,8689031,291.71732,44.88731,677.38,CONFIRMED,0.9478395202933142,2.6,21.80451611,log_prad:+2.37;duration_ratio:+1.19;log_period:+0.76
K00921.01,Kepler,8689373,291.84198,44.858089,786.27,CONFIRMED,0.9104960339533743,2.53,10.28194593,log_prad:+2.27;duration_ratio:+1.26;log_period:+0.71
K00921.02,Kepler,8689373,291.84198,44.858089,786.27,CONFIRMED,0.9678442091910664,2.95,18.11993039,log_prad:+2.46;duration_ratio:+1.24;log_depth:+0.70
K00921.03,Kepler,8689373,291.84198,44.858089,786.27,CONFIRMED,0.7459947293934229,1.7,3.78402867,log_prad:+1.77;duration_ratio:+1.15;log_period:+0.87
K00922.01,Kepler,8826878,294.84689,45.034409,906.25,CONFIRMED,0.908977189725952,2.94,5.15448142,log_prad:+2.54;duration_ratio:-0.84;log_period:+0.81
K00126.01,Kepler,5897826,297.47586,41.114288,793.84,FALSE POSITIVE,0.05001876028532781,20.7,33.80364366,log_prad:-2.27;duration_ratio:+0.82;koi_srad:+0.57
K00923.01,Kepler,8883593,291.09235,45.115528,1207.41,CONFIRMED,0.9599692870601241,3.13,5.743469797,log_prad:+2.28;duration_ratio:+1.17;log_period:+0.80
K00924.01,Kepler,8951215,291.20804,45.244389,1275.51,CANDIDATE,0.9544084069151644,4.06,39.4759093,log_prad:+2.39;log_depth:+1.23;duration_ratio:+0.88
K00925.01,Kepler,9016295,289.72748,45.367661,1204.07,FALSE POSITIVE,0.0006214597528108052,26.56,19.974485239,log_depth:-2.79;log_prad:-2.19;koi_steff:-0.35
K00926.01,Kepler,9077124,286.36011,45.414291,1456.4,CONFIRMED,0.7874748427796676,3.82,3.166353562,log_prad:+2.15;duration_ratio:+1.18;log_depth:+0.76
K00927.01,Kepler,9097120,294.71768,45.48576,1249.31,FALSE POSITIVE,0.0018887340079807378,44.04,23.899634407,log_prad:-2.54;duration_ratio:-1.36;koi_steff:-0.45
K00939.01,Kepler,9466668,292.58044,46.097389,1230.74,CONFIRMED,0.9575716996410509,2.11,3.388012244,log_prad:+2.02;duration_ratio:+1.12;koi_srad:+0.96
K00939.02,Kepler,9466668,292.58044,46.097389,1230.74,CONFIRMED,0.9771768580310383,2.06,5.83909761,log_prad:+2.10;duration_ratio:+0.92;koi_srad:+0.91
K00939.03,Kepler,9466668,292.58044,46.097389,1230.74,CONFIRMED,0.8960223619041225,1.57,1.620467654,log_prad:+1.76;duration_ratio:+1.27;koi_srad:+0.87
K00939.04,Kepler,9466668,292.58044,46.097389,1230.74,CONFIRMED,0.9810466546721797,2.3,10.6816951,log_prad:+2.36;duration_ratio:+1.01;log_period:+0.87
K00940.01,Kepler,9479273,297.04562,46.027359,456.99,CONFIRMED,0.9404376892678029,3.18,6.104849417,log_prad:+2.35;log_period:+0.69;log_insol:+0.62
K00127.01,Kepler,8359498,289.60797,44.345421,605.26,CONFIRMED,0.8948895242191547,10.43,3.578780566,log_prad:+1.68;duration_ratio:+1.48;log_period:+0.49
K00933.01,Kepler,9171801,297.78848,45.565418,984.7,FALSE POSITIVE,0.008416859206846887,23.88,3.187067566,duration_ratio:-1.38;log_prad:-1.10;log_period:+0.29
K00934.01,Kepler,9334289,288.1647,45.816509,1562.27,CONFIRMED,0.9639182289183013,4.09,5.826657508,log_prad:+2.24;duration_ratio:+1.09;log_period:+0.81
K00934.02,Kepler,9334289,288.1647,45.816509,1562.27,CONFIRMED,0.9802540052711447,2.58,12.41216347,log_prad:+2.35;log_depth:+0.88;duration_ratio:+0.85
