kepid,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_quarters
11547505,CONFIRMED,0.938466959,9.3900000e-07,-9.3900000e-07,135.6006980,7.970000e-04,-7.970000e-04,1.30150,0.02840,-0.02840,11111110111011101000000000000000
4471747,CANDIDATE,51.390145200,6.2190000e-04,-6.2190000e-04,145.3192000,1.000000e-02,-1.000000e-02,5.99500,0.21300,-0.21300,11111011101110111000000000000000
11502867,CONFIRMED,3.217518511,1.7500000e-07,-1.7500000e-07,133.6320632,4.480000e-05,-4.480000e-05,2.11481,0.00700,-0.00700,11111111111111111000000000000000
9909735,CONFIRMED,4.662719020,1.4860000e-05,-1.4860000e-05,134.0829600,2.490000e-03,-2.490000e-03,2.75700,0.09170,-0.09170,11111101110111011000000000000000
9909735,CONFIRMED,11.815017400,1.0740000e-04,-1.0740000e-04,133.0892900,6.980000e-03,-6.980000e-03,2.83400,0.22700,-0.22700,11111101110111011000000000000000
11551692,CONFIRMED,7.834433676,2.9590000e-06,-2.9590000e-06,135.2221430,2.960000e-04,-2.960000e-04,2.89000,0.03630,-0.03630,11111110111011101000000000000000
11551692,CONFIRMED,3.005156911,1.9220000e-06,-1.9220000e-06,137.1033620,5.150000e-04,-5.150000e-04,2.07470,0.02670,-0.02670,11111110111011101000000000000000
12266636,CONFIRMED,33.385617600,1.4090000e-04,-1.4090000e-04,148.9276400,3.080000e-03,-3.080000e-03,5.03610,0.09340,-0.09340,11111111111111111000000000000000
9850893,FALSE POSITIVE,8.480397890,5.7550000e-05,-5.7550000e-05,135.8501800,6.130000e-03,-6.130000e-03,6.24900,0.20400,-0.20400,11111101110111011000000000000000
4826110,FALSE POSITIVE,1.333395306,7.4090000e-06,-7.4090000e-06,134.1822800,3.660000e-03,-3.660000e-03,1.18800,0.16800,-0.16800,11111111111111111000000000000000
7869917,CONFIRMED,7.714676860,2.9070000e-05,-2.9070000e-05,133.5563500,3.310000e-03,-3.310000e-03,4.58710,0.07260,-0.07260,11111111111111111000000000000000
9824805,CONFIRMED,4.444482600,2.4270000e-05,-2.4270000e-05,133.4630800,4.900000e-03,-4.900000e-03,3.68600,0.13100,-0.13100,11111111111111111000000000000000
5193400,FALSE POSITIVE,21.378114600,2.6670000e-04,-2.6670000e-04,147.2124000,1.020000e-02,-1.020000e-02,19.35900,0.68200,-0.68200,11111011101110111000000000000000
7939330,CANDIDATE,29.542256600,2.9580000e-04,-2.9580000e-04,137.5783700,8.710000e-03,-8.710000e-03,13.90200,0.52200,-0.52200,11111111111111111000000000000000
7939330,CONFIRMED,144.551628000,2.4960000e-03,-2.4960000e-03,265.9401000,1.030000e-02,-1.030000e-02,16.59900,0.38900,-0.38900,11111111111111111000000000000000
4918309,CANDIDATE,186.436181100,4.8900000e-04,-4.8900000e-04,146.9182500,2.070000e-03,-2.070000e-03,5.77400,0.15700,-0.15700,11111111111111111000000000000000
12602568,CONFIRMED,8.047277210,2.8900000e-05,-2.8900000e-05,137.2073000,2.800000e-03,-2.800000e-03,5.15900,0.21600,-0.21600,11111111111111111000000000000000
9941066,CONFIRMED,5.870634160,2.1090000e-05,-2.1090000e-05,137.2481300,2.770000e-03,-2.770000e-03,2.57360,0.09130,-0.09130,11111111111111111000000000000000
5972334,CONFIRMED,15.358767771,2.1290000e-06,-2.1290000e-06,132.3850850,1.140000e-04,-1.140000e-04,4.12230,0.01570,-0.01570,11111011101110111000000000000000
4650733,CANDIDATE,29.539089700,1.9800000e-04,-1.9800000e-04,143.9160700,4.970000e-03,-4.970000e-03,4.13900,0.15100,-0.15100,11111111111111111000000000000000
4830605,CANDIDATE,35.636402200,3.7150000e-04,-3.7150000e-04,164.1749600,7.990000e-03,-7.990000e-03,4.88800,0.30100,-0.30100,11111111111111111000000000000000
4832197,FALSE POSITIVE,0.947732530,5.3900000e-07,-5.3900000e-07,137.1299300,4.640000e-04,-4.640000e-04,1.76450,0.02560,-0.02560,11111111111111111000000000000000
4844004,FALSE POSITIVE,0.784031658,1.0000000e-06,-1.0000000e-06,133.3839100,1.000000e-03,-1.000000e-03,0.77730,0.05150,-0.05150,11111011101110111000000000000000
12120943,CANDIDATE,8.981284720,2.0680000e-05,-2.0680000e-05,354.8304200,1.560000e-03,-1.560000e-03,5.03970,0.07360,-0.07360,00011111111111111000000000000000
7831264,CONFIRMED,13.071418890,4.0480000e-05,-4.0480000e-05,144.4421700,2.590000e-03,-2.590000e-03,3.09460,0.07250,-0.07250,11111111111111111000000000000000
9761199,FALSE POSITIVE,0.692015479,1.7200000e-07,-1.7200000e-07,133.1141770,2.070000e-04,-2.070000e-04,1.13150,0.01340,-0.01340,11111111111111111000000000000000
7751571,FALSE POSITIVE,17.042134600,3.2060000e-05,-3.2060000e-05,363.9742800,1.320000e-03,-1.320000e-03,7.50700,0.11400,-0.11400,00011111111111111000000000000000
9579499,FALSE POSITIVE,7.946710440,4.1710000e-06,-4.1710000e-06,140.7082070,4.280000e-04,-4.280000e-04,2.84190,0.02380,-0.02380,11111111111111111000000000000000
11913013,FALSE POSITIVE,3.747812420,1.4560000e-05,-1.4560000e-05,355.3132500,2.970000e-03,-2.970000e-03,5.24100,0.13200,-0.13200,00011000111111111000000000000000
7768451,CANDIDATE,192.667139000,1.0170000e-03,-1.0170000e-03,162.8796200,4.200000e-03,-4.200000e-03,5.44300,0.16800,-0.16800,11111111111111111000000000000000
7691260,CONFIRMED,3.989544192,9.7640000e-06,-9.7640000e-06,134.0989000,1.990000e-03,-1.990000e-03,1.59100,0.06800,-0.06800,11111111111111111000000000000000
9821454,CONFIRMED,17.977603700,1.6800000e-04,-1.6800000e-04,147.7515000,8.360000e-03,-8.360000e-03,4.60500,0.32700,-0.32700,11111111111111111000000000000000
9821454,CONFIRMED,11.869314400,1.7490000e-04,-1.7490000e-04,137.7210000,1.300000e-02,-1.300000e-02,4.65300,0.29800,-0.29800,11111111111111111000000000000000
11954842,CONFIRMED,12.984946030,3.2490000e-05,-3.2490000e-05,139.7820700,2.030000e-03,-2.030000e-03,3.44970,0.06490,-0.06490,11111110111011101000000000000000
7972785,FALSE POSITIVE,7.300735516,7.1600000e-07,-7.1600000e-07,133.5664741,8.130000e-05,-8.130000e-05,5.78725,0.00813,-0.00813,11111111111111111000000000000000
5470739,CONFIRMED,19.178939760,8.0640000e-05,-8.0640000e-05,139.7455200,2.840000e-03,-2.840000e-03,5.14400,0.10500,-0.10500,11111111111111111000000000000000
10022908,CONFIRMED,6.991304520,1.4490000e-05,-1.4490000e-05,135.4629100,1.520000e-03,-1.520000e-03,2.15680,0.05700,-0.05700,11111101110111011000000000000000
9932970,CANDIDATE,52.971584000,1.0580000e-04,-1.0580000e-04,159.0610900,1.600000e-03,-1.600000e-03,3.46320,0.08150,-0.08150,11111111111111111000000000000000
5617854,CONFIRMED,3.517494725,3.7910000e-06,-3.7910000e-06,135.5467240,9.060000e-04,-9.060000e-04,1.56390,0.03330,-0.03330,11111111111111111000000000000000
4932442,CONFIRMED,6.933651670,4.1110000e-05,-4.1110000e-05,137.0737500,5.370000e-03,-5.370000e-03,4.60800,0.14600,-0.14600,11111011101110111000000000000000
4932442,CANDIDATE,5.913939770,4.9330000e-05,-4.9330000e-05,137.1718200,7.750000e-03,-7.750000e-03,0.56200,0.50800,-0.50800,
5183357,CONFIRMED,61.037359100,3.2310000e-04,-3.2310000e-04,175.1767100,4.600000e-03,-4.600000e-03,8.37800,0.13200,-0.13200,11111111111111111000000000000000
5269467,CONFIRMED,33.867778300,1.6670000e-04,-1.6670000e-04,137.5153200,4.110000e-03,-4.110000e-03,3.72000,0.12700,-0.12700,11111111111111111000000000000000
5360920,CANDIDATE,14.623996210,3.9620000e-05,-3.9620000e-05,144.4552700,2.250000e-03,-2.250000e-03,2.19300,0.13400,-0.13400,11111111111111111000000000000000
7672940,FALSE POSITIVE,1064.268095600,2.2380000e-04,-2.2380000e-04,144.0860720,1.580000e-04,-1.580000e-04,11.55210,0.01640,-0.01640,11111111111111111000000000000000
7838655,FALSE POSITIVE,2.113202658,3.0240000e-06,-3.0240000e-06,356.3283200,1.140000e-03,-1.140000e-03,3.52340,0.04290,-0.04290,00011111111111111000000000000000
11702948,CANDIDATE,9.771462706,2.7330000e-06,-2.7330000e-06,135.5848990,2.190000e-04,-2.190000e-04,1.76700,0.02510,-0.02510,11111110111011101000000000000000
9512981,CANDIDATE,281.562888900,3.8350000e-04,-3.8350000e-04,357.9965710,7.370000e-04,-7.370000e-04,8.85300,0.02860,-0.02860,11111111111111111000000000000000
7770450,FALSE POSITIVE,1.157808038,2.1060000e-06,-2.1060000e-06,354.7448800,1.260000e-03,-1.260000e-03,3.67050,0.07120,-0.07120,00011111111111111000000000000000
11455491,FALSE POSITIVE,6.142814980,2.5310000e-05,-2.5310000e-05,135.1616900,3.470000e-03,-3.470000e-03,4.62400,0.11400,-0.11400,11111111111111111000000000000000
11764462,CONFIRMED,5.699195920,1.3670000e-05,-1.3670000e-05,136.5873800,1.990000e-03,-1.990000e-03,2.39060,0.06030,-0.06030,11111111111111111000000000000000
11656246,CONFIRMED,18.114738130,5.2500000e-05,-5.2500000e-05,147.4904000,2.540000e-03,-2.540000e-03,5.27060,0.07020,-0.07020,11111111111111111000000000000000
7808587,CONFIRMED,6.241457910,2.1930000e-05,-2.1930000e-05,134.8889200,2.970000e-03,-2.970000e-03,3.09980,0.07380,-0.07380,11111111111111111000000000000000
4741126,CONFIRMED,20.422244700,1.0800000e-04,-1.0800000e-04,146.9837000,4.230000e-03,-4.230000e-03,6.22000,0.11900,-0.11900,11111111111111111000000000000000
5301750,CONFIRMED,8.725854780,2.9920000e-05,-2.9920000e-05,138.7683800,2.870000e-03,-2.870000e-03,4.47300,0.06580,-0.06580,11111111111111111000000000000000
5301750,CONFIRMED,12.882913950,6.8880000e-05,-6.8880000e-05,135.1873600,4.240000e-03,-4.240000e-03,5.67600,0.59000,-0.59000,11111111111111111000000000000000
5301750,CONFIRMED,27.434597300,1.3170000e-04,-1.3170000e-04,145.1232200,3.690000e-03,-3.690000e-03,5.03800,0.12100,-0.12100,11111111111111111000000000000000
5301750,CONFIRMED,4.224536310,2.2200000e-05,-2.2200000e-05,135.4290800,3.880000e-03,-3.880000e-03,3.12800,0.11900,-0.11900,11111111111111111000000000000000
5301750,CONFIRMED,44.552026600,4.5310000e-04,-4.5310000e-04,160.2938600,7.440000e-03,-7.440000e-03,6.00000,0.21200,-0.21200,11111111111111111000000000000000
5526717,CONFIRMED,52.069002000,1.9590000e-04,-1.9590000e-04,178.1552500,2.840000e-03,-2.840000e-03,3.00890,0.08870,-0.08870,11111111111111111000000000000000
5972334,CANDIDATE,2.418406841,2.4720000e-06,-2.4720000e-06,132.5055870,8.640000e-04,-8.640000e-04,2.07440,0.03110,-0.03110,11111011101110111000000000000000
5526717,CANDIDATE,8.511700880,,,131.7557438,,,2.90000,,,
5530882,FALSE POSITIVE,5.082518800,4.1200000e-05,-4.1200000e-05,132.9579200,5.970000e-03,-5.970000e-03,3.32800,0.23000,-0.23000,11111111111111111000000000000000
5531953,CANDIDATE,6.939103370,3.0600000e-05,-3.0600000e-05,138.3392700,3.490000e-03,-3.490000e-03,2.97700,0.13300,-0.13300,11111111111111111000000000000000
6034945,CONFIRMED,9.115002690,5.0790000e-05,-5.0790000e-05,133.9752300,4.690000e-03,-4.690000e-03,4.55800,0.12100,-0.12100,11111111111111111000000000000000
9851226,FALSE POSITIVE,8.480319420,1.8490000e-05,-1.8490000e-05,135.8521700,1.790000e-03,-1.790000e-03,7.29700,0.12500,-0.12500,11111101110111011000000000000000
8692861,CONFIRMED,13.722368200,1.8220000e-05,-1.8220000e-05,137.8408300,1.120000e-03,-1.120000e-03,5.12310,0.03570,-0.03570,11111111111111111000000000000000
7543649,FALSE POSITIVE,3.582076914,4.3180000e-06,-4.3180000e-06,355.5150640,8.640000e-04,-8.640000e-04,4.42280,0.06360,-0.06360,00011111111111111000000000000000
9480310,CONFIRMED,15.434009960,3.6930000e-05,-3.6930000e-05,363.2949400,1.590000e-03,-1.590000e-03,4.25720,0.07640,-0.07640,00011101110111011000000000000000
11858748,FALSE POSITIVE,1.780984316,2.8910000e-06,-2.8910000e-06,177.8249000,1.430000e-03,-1.430000e-03,2.17300,0.10200,-0.10200,01111111111111111000000000000000
4741126,CONFIRMED,7.638460840,5.4250000e-05,-5.4250000e-05,138.2455700,5.820000e-03,-5.820000e-03,3.95700,0.16200,-0.16200,11111111111111111000000000000000
11669125,CONFIRMED,70.698172400,3.5350000e-04,-3.5350000e-04,188.5679500,4.030000e-03,-4.030000e-03,6.63200,0.10400,-0.10400,11111111111111111000000000000000
12159249,CONFIRMED,3.744436450,1.4500000e-05,-1.4500000e-05,133.5599700,3.080000e-03,-3.080000e-03,2.91910,0.08760,-0.08760,11111111111111111000000000000000
9872292,CANDIDATE,10.191546780,7.8120000e-05,-7.8120000e-05,136.6975500,6.470000e-03,-6.470000e-03,6.16500,0.14300,-0.14300,11111111111111111000000000000000
9963461,FALSE POSITIVE,10.581581895,1.6490000e-06,-1.6490000e-06,183.0084580,1.190000e-04,-1.190000e-04,6.66929,0.00948,-0.00948,01111101110111011000000000000000
8081482,FALSE POSITIVE,2.819453322,1.8300000e-06,-1.8300000e-06,133.8701410,5.400000e-04,-5.400000e-04,4.41270,0.04110,-0.04110,11111111111111111000000000000000
5542466,CANDIDATE,12.890067280,6.0120000e-05,-6.0120000e-05,201.2298900,3.250000e-03,-3.250000e-03,3.55500,0.11700,-0.11700,01111011101110111000000000000000
4178389,CANDIDATE,23.210509958,2.1250000e-06,-2.1250000e-06,134.3863780,7.470000e-05,-7.470000e-05,3.09802,0.00829,-0.00829,11111011101110111000000000000000
5542466,CANDIDATE,2.355745050,1.0210000e-05,-1.0210000e-05,177.8882400,3.230000e-03,-3.230000e-03,1.79600,0.11500,-0.11500,01111011101110111000000000000000
5542466,CANDIDATE,4.746661280,2.7790000e-05,-2.7790000e-05,134.6378400,4.780000e-03,-4.780000e-03,2.09300,0.15600,-0.15600,01111011101110111000000000000000
10028140,CANDIDATE,19.656393420,6.9860000e-05,-6.9860000e-05,140.2993700,2.660000e-03,-2.660000e-03,3.22600,0.21500,-0.21500,11111101110111011000000000000000
6048024,FALSE POSITIVE,62.815844020,9.5230000e-05,-9.5230000e-05,151.4769100,1.210000e-03,-1.210000e-03,2.69010,0.06070,-0.06070,11111111111111111000000000000000
6049190,CANDIDATE,70.468171000,2.6800000e-04,-2.6800000e-04,189.1582200,3.450000e-03,-3.450000e-03,6.65300,0.12000,-0.12000,11111111111111111000000000000000
6149553,FALSE POSITIVE,56.867167920,,,157.2619128,,,4.23000,,,
6198999,CONFIRMED,3.932460690,1.0360000e-05,-1.0360000e-05,132.5543500,2.350000e-03,-2.350000e-03,2.17630,0.07420,-0.07420,11111111111111111000000000000000
6310636,CONFIRMED,0.921030497,2.9920000e-06,-2.9920000e-06,132.0317100,2.640000e-03,-2.640000e-03,2.60770,0.07900,-0.07900,11111111111111111000000000000000
6616218,CONFIRMED,5.960400011,4.3900000e-06,-4.3900000e-06,137.2651710,6.360000e-04,-6.360000e-04,2.86170,0.04410,-0.04410,10011001100110011000000000000000
7761545,CONFIRMED,85.351487500,1.0290000e-04,-1.0290000e-04,161.0076080,9.390000e-04,-9.390000e-04,6.75040,0.04040,-0.04040,11111111111111111000000000000000
7499398,CANDIDATE,23.020284780,2.7650000e-05,-2.7650000e-05,357.7861240,8.370000e-04,-8.370000e-04,3.54400,0.13100,-0.13100,00011111111111111000000000000000
12365184,CONFIRMED,69.726466390,2.3800000e-05,-2.3800000e-05,196.0932430,2.760000e-04,-2.760000e-04,3.71770,0.01080,-0.01080,11111111111111111000000000000000
4770365,CANDIDATE,1.609321941,3.0440000e-06,-3.0440000e-06,178.9417800,1.580000e-03,-1.580000e-03,1.60670,0.05050,-0.05050,01011111111111111000000000000000
4770365,CONFIRMED,9.512200460,3.2100000e-05,-3.2100000e-05,185.4789300,2.960000e-03,-2.960000e-03,2.94970,0.08370,-0.08370,01011111111111111000000000000000
4770365,CANDIDATE,4.729411770,3.0750000e-05,-3.0750000e-05,132.9387100,5.480000e-03,-5.480000e-03,2.23400,0.15600,-0.15600,01011111111111111000000000000000
10748390,CONFIRMED,4.887803076,4.6600000e-07,-4.6600000e-07,124.8130808,7.510000e-05,-7.510000e-05,2.36255,0.00466,-0.00466,11111101110111011000000000000000
11804465,CONFIRMED,4.437962934,1.7100000e-07,-1.7100000e-07,171.0091259,2.880000e-05,-2.880000e-05,4.69813,0.00079,-0.00079,11111110111011101000000000000000
9663113,CONFIRMED,20.740286450,2.9650000e-05,-2.9650000e-05,142.8000300,1.120000e-03,-1.120000e-03,10.39390,0.06260,-0.06260,11111101110111011000000000000000
5649956,FALSE POSITIVE,1.207852845,6.2400000e-07,-6.2400000e-07,178.2142000,4.110000e-04,-4.110000e-04,3.58020,0.03280,-0.03280,01111111111111111000000000000000
4840513,FALSE POSITIVE,2.379282197,4.0600000e-07,-4.0600000e-07,133.6513650,1.390000e-04,-1.390000e-04,3.17290,0.00588,-0.00588,11111011101110111000000000000000
5217586,FALSE POSITIVE,26.069251200,1.0460000e-04,-1.0460000e-04,143.1254900,3.420000e-03,-3.420000e-03,7.48700,0.15200,-0.15200,11111111111111111000000000000000
5289854,CONFIRMED,9.695011460,4.6570000e-05,-4.6570000e-05,182.4541300,4.190000e-03,-4.190000e-03,2.75000,0.10300,-0.10300,01111011101110111000000000000000
5289854,CONFIRMED,15.382539400,1.1440000e-04,-1.1440000e-04,139.0764800,5.470000e-03,-5.470000e-03,3.81500,0.16200,-0.16200,01111011101110111000000000000000
9895709,FALSE POSITIVE,1.818939148,3.4500000e-06,-3.4500000e-06,133.1229900,1.560000e-03,-1.560000e-03,1.64400,0.32100,-0.32100,11111111111111111000000000000000
10006581,CONFIRMED,40.109781700,1.4090000e-04,-1.4090000e-04,142.0822700,2.850000e-03,-2.850000e-03,5.20960,0.08690,-0.08690,11111111111111111000000000000000
5972334,CANDIDATE,0.708621057,1.3570000e-06,-1.3570000e-06,133.3656500,1.660000e-03,-1.660000e-03,1.50410,0.05260,-0.05260,11111011101110111000000000000000
6616218,CONFIRMED,2.461069620,1.2800000e-05,-1.2800000e-05,133.3213800,4.310000e-03,-4.310000e-03,2.18400,0.11000,-0.11000,10011001100110011000000000000000
6696462,FALSE POSITIVE,3.403743926,2.8920000e-06,-2.8920000e-06,137.2325740,6.820000e-04,-6.820000e-04,1.50170,0.04000,-0.04000,11111111111111111000000000000000
7220429,CONFIRMED,8.037537960,2.2690000e-05,-2.2690000e-05,139.3582000,2.370000e-03,-2.370000e-03,2.91180,0.06800,-0.06800,11111111111111111000000000000000
7222086,FALSE POSITIVE,2.439025750,5.9410000e-06,-5.9410000e-06,133.5847400,2.060000e-03,-2.060000e-03,1.15980,0.07230,-0.07230,11111111111111111000000000000000
12406749,CANDIDATE,56.358798700,2.6550000e-04,-2.6550000e-04,222.3181900,3.680000e-03,-3.680000e-03,6.92700,0.26800,-0.26800,01111111111111111000000000000000
8692861,CONFIRMED,242.467406000,2.6000000e-03,-2.6000000e-03,150.8582700,7.420000e-03,-7.420000e-03,12.80800,0.26500,-0.26500,11111111111111111000000000000000
7811397,CANDIDATE,169.497608500,6.7690000e-04,-6.7690000e-04,228.9999700,2.760000e-03,-2.760000e-03,7.77000,0.20000,-0.20000,11111111111111111000000000000000
12403119,CONFIRMED,76.136222220,5.2040000e-05,-5.2040000e-05,199.4762370,5.540000e-04,-5.540000e-04,7.93930,0.03290,-0.03290,11111111111111111000000000000000
9842890,FALSE POSITIVE,4.988387200,2.6860000e-05,-2.6860000e-05,358.2335000,3.690000e-03,-3.690000e-03,9.14200,0.29300,-0.29300,00011101110111011000000000000000
8113154,FALSE POSITIVE,2.586878667,1.8260000e-06,-1.8260000e-06,133.8170080,5.820000e-04,-5.820000e-04,6.16140,0.05860,-0.05860,11111111111111111000000000000000
5270698,FALSE POSITIVE,3.964333304,1.3010000e-06,-1.3010000e-06,136.0295420,2.680000e-04,-2.680000e-04,4.71360,0.01410,-0.01410,11111111111111111000000000000000
5024450,FALSE POSITIVE,1.525924389,3.8600000e-07,-3.8600000e-07,355.4795710,1.810000e-04,-1.810000e-04,3.15998,0.00992,-0.00992,00011011101110111000000000000000
5282049,FALSE POSITIVE,5.910371418,7.0500000e-07,-7.0500000e-07,360.2852478,8.390000e-05,-8.390000e-05,3.88962,0.00306,-0.00306,00011011101110111000000000000000
5475431,CANDIDATE,0.917568975,5.1000000e-07,-5.1000000e-07,133.9324190,4.540000e-04,-4.540000e-04,2.06540,0.07160,-0.07160,11111111111111111000000000000000
10027323,CONFIRMED,5.923657470,1.6330000e-05,-1.6330000e-05,134.6836100,2.160000e-03,-2.160000e-03,2.63020,0.07220,-0.07220,11111101110111011000000000000000
10027323,CONFIRMED,105.358229900,5.2500000e-04,-5.2500000e-04,138.6806900,3.270000e-03,-3.270000e-03,3.81000,0.13700,-0.13700,11111101110111011000000000000000
12019440,CONFIRMED,3.243259880,2.0900000e-07,-2.0900000e-07,133.6690203,5.240000e-05,-5.240000e-05,3.03318,0.00154,-0.00154,11111111111111111000000000000000
5039228,CANDIDATE,7.796687810,2.0650000e-05,-2.0650000e-05,134.4208100,2.200000e-03,-2.200000e-03,4.66990,0.06390,-0.06390,11111111111111111000000000000000
10004738,CONFIRMED,56.475806900,1.2810000e-04,-1.2810000e-04,143.8112800,1.870000e-03,-1.870000e-03,5.96100,0.16900,-0.16900,11111111111111111000000000000000
10004738,CONFIRMED,92.874729400,4.9610000e-04,-4.9610000e-04,145.9353500,3.770000e-03,-3.770000e-03,7.47400,0.21700,-0.21700,11111111111111111000000000000000
7304449,CONFIRMED,1.538180949,1.6150000e-06,-1.6150000e-06,131.8228230,8.960000e-04,-8.960000e-04,1.26350,0.05380,-0.05380,01111111111111111000000000000000
7386827,CANDIDATE,10.418891500,2.3880000e-05,-2.3880000e-05,137.7497100,1.930000e-03,-1.930000e-03,3.00690,0.04850,-0.04850,11111111111111111000000000000000
7522911,CONFIRMED,20.499876300,1.7160000e-04,-1.7160000e-04,131.8206800,6.640000e-03,-6.640000e-03,6.50100,0.14200,-0.14200,11111111111111111000000000000000
7626370,CONFIRMED,1.921437488,2.1960000e-06,-2.1960000e-06,131.8062040,9.610000e-04,-9.610000e-04,1.90460,0.02850,-0.02850,11111111111111111000000000000000
7703955,CONFIRMED,96.109323000,2.0320000e-03,-2.0320000e-03,187.6990000,1.010000e-02,-1.010000e-02,9.87700,0.78400,-0.78400,11111111111111111000000000000000
7512982,CONFIRMED,20.381748020,5.2390000e-05,-5.2390000e-05,142.3149900,2.090000e-03,-2.090000e-03,3.79220,0.06920,-0.06920,11111111111111111000000000000000
7512982,CANDIDATE,7.004478920,6.2560000e-05,-6.2560000e-05,137.8990200,6.350000e-03,-6.350000e-03,2.66900,0.19400,-0.19400,11111111111111111000000000000000
9597806,CONFIRMED,5.101375725,8.8210000e-06,-8.8210000e-06,357.4821700,1.170000e-03,-1.170000e-03,2.59500,0.03780,-0.03780,00011111111111111000000000000000
7812167,FALSE POSITIVE,17.794004900,1.0170000e-04,-1.0170000e-04,365.3466600,3.450000e-03,-3.450000e-03,4.09100,0.18300,-0.18300,00011111111111111000000000000000
11760959,FALSE POSITIVE,3.470214010,2.2060000e-05,-2.2060000e-05,356.0994300,4.690000e-03,-4.690000e-03,2.28900,0.15500,-0.15500,00011111111111111000000000000000
5283458,CANDIDATE,30.693955320,1.5560000e-05,-1.5560000e-05,365.6652140,3.580000e-04,-3.580000e-04,2.95120,0.01660,-0.01660,00011011101110111000000000000000
9940565,FALSE POSITIVE,2.139325409,1.1340000e-06,-1.1340000e-06,135.0622610,4.180000e-04,-4.180000e-04,2.80560,0.02270,-0.02270,11111111111111111000000000000000
8053552,CANDIDATE,29.481061268,9.6000000e-06,-9.6000000e-06,134.2244600,2.610000e-04,-2.610000e-04,3.66360,0.02340,-0.02340,11111111111111111000000000000000
9663113,CONFIRMED,572.376632000,6.2150000e-03,-6.2150000e-03,306.5100600,4.250000e-03,-4.250000e-03,24.42000,0.55900,-0.55900,11111101110111011000000000000000
8111381,FALSE POSITIVE,2.233799622,9.5900000e-07,-9.5900000e-07,134.7207090,3.460000e-04,-3.460000e-04,3.04000,0.01730,-0.01730,11111111111111111000000000000000
5444549,FALSE POSITIVE,31.138626640,3.1110000e-05,-3.1110000e-05,415.9492000,6.500000e-04,-6.500000e-04,5.24820,0.04920,-0.04920,00011111111111111000000000000000
10004738,CONFIRMED,13.930687910,7.5260000e-05,-7.5260000e-05,134.4285100,4.090000e-03,-4.090000e-03,2.31200,0.11700,-0.11700,11111111111111111000000000000000
5474613,CONFIRMED,20.407484600,3.1290000e-04,-3.1290000e-04,140.1821000,1.340000e-02,-1.340000e-02,8.83900,0.49200,-0.49200,11111111111111111000000000000000
4860932,FALSE POSITIVE,12.365646690,5.9150000e-05,-5.9150000e-05,140.9202900,3.970000e-03,-3.970000e-03,3.64400,0.21500,-0.21500,11111111111111111000000000000000
5438757,CONFIRMED,10.350784150,4.7210000e-05,-4.7210000e-05,133.7116300,3.780000e-03,-3.780000e-03,6.25300,0.11900,-0.11900,11111111111111111000000000000000
5438757,CONFIRMED,62.922493600,7.8590000e-04,-7.8590000e-04,151.6882000,1.070000e-02,-1.070000e-02,11.64000,0.31700,-0.31700,11111111111111111000000000000000
7750419,CANDIDATE,32.773763100,1.7880000e-04,-1.7880000e-04,151.4435200,4.630000e-03,-4.630000e-03,3.41600,0.24100,-0.24100,11111111111111111000000000000000
5972334,CONFIRMED,38.652079600,2.5640000e-04,-2.5640000e-04,164.0445500,5.160000e-03,-5.160000e-03,5.60700,0.17900,-0.17900,11111011101110111000000000000000
7815744,CONFIRMED,14.204426160,6.2850000e-05,-6.2850000e-05,142.7332000,3.450000e-03,-3.450000e-03,3.89800,0.10400,-0.10400,10101010101010101000000000000000
7955580,CONFIRMED,55.673582000,2.7220000e-04,-2.7220000e-04,136.5490600,4.060000e-03,-4.060000e-03,3.77800,0.11800,-0.11800,11111111111111111000000000000000
8230616,CONFIRMED,6.827781570,1.7440000e-05,-1.7440000e-05,131.7883900,2.200000e-03,-2.200000e-03,2.37260,0.06320,-0.06320,11111111111111111000000000000000
9692345,FALSE POSITIVE,0.687895191,1.2100000e-06,-1.2100000e-06,133.6649200,1.440000e-03,-1.440000e-03,2.42330,0.05420,-0.05420,11111111111111111000000000000000
7898352,CONFIRMED,127.282444200,1.6960000e-04,-1.6960000e-04,163.8900000,1.150000e-03,-1.150000e-03,7.15450,0.07440,-0.07440,11111111111111111000000000000000
11402995,CONFIRMED,10.060832380,1.4950000e-05,-1.4950000e-05,138.9672300,1.260000e-03,-1.260000e-03,4.57180,0.05080,-0.05080,11111111111111111000000000000000
7898352,CONFIRMED,30.183702100,1.1540000e-04,-1.1540000e-04,146.6467500,3.110000e-03,-3.110000e-03,5.87900,0.10300,-0.10300,11111111111111111000000000000000
12062667,FALSE POSITIVE,2.929282440,1.5470000e-05,-1.5470000e-05,133.7227500,4.740000e-03,-4.740000e-03,6.79400,0.21100,-0.21100,11111111111111111000000000000000
7984047,CANDIDATE,77.634245860,6.0040000e-05,-6.0040000e-05,417.1532120,5.170000e-04,-5.170000e-04,4.10020,0.02590,-0.02590,00011111111111111000000000000000
7951018,CONFIRMED,52.758785050,3.3470000e-05,-3.3470000e-05,156.3063510,5.260000e-04,-5.260000e-04,6.65170,0.04040,-0.04040,11111111111111111000000000000000
